,full_text,label,clean_text
24,"@susipudjiastuti Pokoe ibu cawapres pak prabowo titik ga koma,,",1,pokoe ibu cawapres pak titik koma
25,"@mihrabku @jokowi @prabowo @mohmahfudmd @erickthohir Padahal dulu ada pelajaran Budi Pekerti ya mas Lorong.,,",0,ajar budi pekerti iya mas lorong
26,"@CahAngo45022699 @Sohnijee1 Saat ini @prabowo sedang mengalami KRISIS KEPERCAYAAN DIRI,dia sdh tdk memiliki keyakinan bisa menang di Pilpres 2024. Bahkan dia KETAKUTAN menghadiri diskusi terbuka dgn Mahasiswa. Keyakinan dia hanya @jokowi &amp  @gibran_tweet yg bisa membantu dia menjadi RI 1 CAPRES SONTOLOYO 😂 https://t.co/MCHd7mfQ2w,,",0,alami krisis percaya milik yakin menang pilpres takut hadir diskusi buka mahasiswa yakin amp bantu jadi ri capres sontoloyo
27,"@AbasBalapradana @ainunnajib @susipudjiastuti Beliau benar-benar merakyat,lebih mendengarkan..kami sangat berharap cawapresnya pak @prabowo adalah ibu @susipudjiastuti,,",1,beliau benar benar rakyat dengar harap cawapresnya pak ibu
28,"Keraguan publik akan kemampuan Wali Kota Solo Gibran Rakabuming Raka setelah ditunjuk menjadi cawapres Prabowo Subianto tampaknya akan segera hilang setelah melihat berbagai tokoh yang akan menjadi mentor politik di belakangnya.  https://t.co/28BSnZzb3X,,",1,ragu publik wali kota solo gibran rakabuming raka tunjuk jadi cawapres tampak hilang lihat tokoh jadi mentor politik belakang
29,"AMPI Dukung Penuh hasil Rapimnas Golkar yang mengesahkan Gibran Rakabuming Raka sebagai Cawapres mendampingi Capres Letjen TNI Purn. Prabowo Subianto. #partaigolkar  #golkarpedia #airlanggahartarto #golkarprabowo #gibranmasukgolkar #jerrysambuaga https://t.co/k4xbDWVzK7,,",1,ampi dukung penuh hasil rapimnas golkar kesah gibran rakabuming raka cawapres damping capres letjen tni purn
30,"Bakal calon presiden dari KIM Prabowo Subianto memastikan Koalisi Indonesia Maju (KIM) tidak memiliki kendala sama sekali dalam komunikasi dan konsolidasi. https://t.co/RHlvEJaN89,,",1,bakal calon presiden kim koalisi indonesia maju kim milik kendala komunikasi konsolidasi
31,"SIAPA PRESIDEN TERBAIK 2024 PILIHAN ANDA ?  - Anies Baswedan - 49.9% - Ganjar Pranowo - 45.1% - Prabowo Subianto - 5.0%  Total suara: 36347  Berikan suara anda, klik link https://t.co/tDwovS0ZVC  Tolong forward ke group dan teman-temanmu ya. Terima kasih,,",0,presiden baik pilih total suara ikan suara klik link forward group teman teman iya terima kasih
32,"@Gojokaisen86 @Gerindra Salah satu sosok yang tulus dalam memimpin negeri ini kedepannya adalah pak prabowo subianto. Semoga beliau hisa diberikan kesempatan ya untuk mewujudkan nya,,",1,salah satu sosok tulus pimpin negeri pak moga beliau hisa beri iya wujud nya
33,"Relawan pasangan Prabowo Subianto dan Gibran Rakabuming Raka sudah mulai memenuhi Indonesia Arena sebagai rangkaian pendaftaran diri sebagai Calon Presiden dan Wakil Presiden ke KPU RI, Rabu (25/10) pagi. 🎥Ard #BeritaElshinta https://t.co/rnzKhNLH9P,,",1,rawan pasang gibran rakabuming raka mulai penuh indonesia arena rangkai daftar calon presiden wakil presiden kpu ri rabu pagi ard
34,"@Gojokaisen86 @info_beragam Sosok pak prabowo subianto sudah punya nama yang cukup besar di mata dunia, saya percaya kalau Indonesia di pimpin beliau Indonesia akan menjadi negara yang cukup disegani oleh negara negara di seluruh dunia,,",1,sosok pak punya nama cukup besar mata dunia percaya indonesia pimpin beliau indonesia jadi negara cukup segani negara negara dunia
35,"@Gojokaisen86 @kompascom Saya berharap kedepannya Indonesia dipimpin oleh orang yang cinta tanah air dan mencintai masyarakat nya seperti yang dicontohkan oleh pak prabowo subianto,,",1,harap indonesia pimpin orang cinta tanah air cinta masyarakat nya contoh pak
36,"@Gojokaisen86 @info_beragam All in prabowo subianto untuk Indonesia yang lebih baik kedepan,,",1,all indonesia baik
37,"Program ekonomi Prabowo Subianto untuk rakyat. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan https://t.co/57Khtwxu28,,",1,program ekonomi rakyat pak
38,"Melihat begitu penting ketahanan air inilah Ketua Umum Partai Gerindra Prabowo Subianto siap melanjutkan program ekonomi pro rakyat yang digagas Presiden Joko Widodo atau Jokowi. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",1,lihat penting tahan air ketua umum partai gerindra siap lanjut program ekonomi profesional rakyat gagas presiden joko widodo jokowi pak
39,"PSI mendeklarasikan dukungan untuk bakal capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka di Pilpres 2024. #Polhuk #AdadiKompas   https://t.co/apy2jXacft,,",1,psi deklarasi dukung bakal capres cawapres gibran rakabuming raka pilpres
40,"Program ekonomi Prabowo Subianto untuk rakyat. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan https://t.co/NTU60ctL1v,,",1,program ekonomi rakyat pak
41,"Prabowo Subianto sangat menyadari hal tersebut karena itulah beliau mencoba membantu rakyat yang kesulitan mendapat air bersih dengan cara membangun sumur bor di wilayah yang di landa kekeringan. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",1,sadar sebut beliau coba bantu rakyat sulit air bersih cara bangun sumur bor wilayah landa kering pak
42,"PSI mendeklarasikan dukungan untuk bakal capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka di Pilpres 2024. #Polhuk #AdadiKompas   https://t.co/wwHACz66xR,,",1,psi deklarasi dukung bakal capres cawapres gibran rakabuming raka pilpres
43,"@BosPurwa @Uki23 Dagelan, jadi kasihan aku sama aku prabowo,,",0,dagel jadi kasihan
44,"@TeddGus @prabowo @gibran_tweet Partai gurem yah bisanya cuma  seperti ini, murah meriah. 😛😛,,",0,partai gurem murah riah
45,"Pilihan mayoritas pendukungnya jika Anies-Imin gugur di P1, memang hanya di PS-Gibran. Sebab pada dasarnya, fans Anies umumnya juga mengidolakan Prabowo dan Gibran.  Apalagi kemungkinan besar Anies dan Imin yg akan menggiring pendukungnya ke PS-Gibran.,,",1,pilih mayoritas dukung imin gugur p pas gibran dasar fan umum idola gibran besar imin giring dukung pas gibran
46,"@DoankWarto 2x pilpres Tetap konsisten asal bkn Prabowo siapapun pasangannya...,,",0,kali pilpres tetap konsisten asal pasang
47,"@TeddGus @gibran_tweet @prabowo Ya  pastilah disembunyikan rapat rapat....karena perilaku Jokowi itu aib ...tapi bagaimanapun   busuk tetap busuk...sekarang terpampang jelas kelakuan satu keluarga itu....Dan kalau anda mendukungnya, artinya anda memang setuju dgn cara  cara seperti itu..😀,,",0,iya sembunyi rapat rapat perilaku jokowi aib busuk tetap busuk pampang jelas laku satu keluarga dukung arti tuju cara cara
48,"@Chaves1305 Pendukung prabowo pura2 buta https://t.co/DDH5Xq8wZS,,",0,dukung pura buta
49,"@Anak__Ogi @TeddGus @alextham878 @BANGSAygSUJUD @Lembayung071 @ganjarpranowo @datuakrajoangek Sindiran telak dari bapak Joko Widodo untuk Prabowo ketahanan pangan yang saat ini harus diperbaiki oleh Ganjar pranowo 🙂🙂🙂,,",0,sindir telak bapak joko widodo tahan pangan baik
50,"@knpiharis @prabowo Baru mau berkuasa ajach dah maling kader partai orang dah begal kader orang lain gmn kalok kelak dah berkuasa hahahaha,,",0,baru kuasa ajach deh maling kader partai orang deh begal kader orang gimana kalo kelak deh kuasa hahahaha
51,"@AchmadAnnama Ky d negara hokage, umur pak prabowo sm dg emak gw. Tp emak gw pilih pak Anis sih,,",0,negara hokage umur pak emak emak pilih pak anis sih
52,"@irfanov2 @Gerindra @prabowo Serius? Yakin lu?,,",0,serius yakin
53,"@Dahnilanzar @prabowo @UMMcampus Mungkin si anak itu belum tau gimana rasanya di tampar lalu di cekik.  Ayo pak Wowo.. Lansung culik aja🤭,,",0,sih anak tahu rasa tampar cekik ayo pak wowo lansung culik
54,"@OliviaCath1540 @prabowo @gibran_tweet Bapaknya aj gk berhasil mencabut skb menteri doank pdhl UU 80 biji bisa dikebut pakai umnibuslaw. Pilih capres bebas aj jangan bawa2 isu agama deh, gk sesuai kenyataan tuh,,",0,bapak gak hasil cabut skb menteri doang uu biji kebut pakai umnibuslaw pilih capres bebas bawa isu agama deh gak sesuai nyata
55,"@TeddGus @prabowo @ganjarpranowo @gibran_tweet Wong gak mau kok di paksa2 kalau kader yg ABS seperti yg rambut putih pasti mau lah kan petugas partai bukan petugas parkir ?,,",0,paksa kader habis rambut putih tugas partai tugas parkir
56,"Semua itu adalah konsep yang harus terus menerus dilakukan, sehingga tidak terpaku pada potensi ketersediaan air saja. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",0,konsep terus terus laku terpa potensi sedia air pak
57,"@hhhooaaMzzz bagus mas tentukanlah hak dan suaramu mas, tapi kalo diliat2 sejauh ini anies sama ganjar paling kuatsi👀 gtw knp selama melihat capres &amp  cawapres disosmed yg blm bisa ngimbangin itu prabowo entah dari gestur &amp  jajak pendapatnya utk megang kepala negara bapak itu masi jauh kurang,,",0,bagus mas hak suara mas lihat jauh kuatsi tahu lihat capres amp cawapres disosmed ngimbangin tahu gestur amp jajak pegang kepala negara bapak jauh kurang
58,"@NilaWati375469 Akunmu dibuat hanya utk nyerang pasangan capres/cawapres lain. Ini akun ternak influencernya prabowo,,",0,akun serang pasang capres cawapres akun ternak influencernya
59,"@_riverheaven Kayaknya Adian udah yakin banget pasangan Prabowo Gibran berpeluang besar untuk menang. Sepanik ini padahal masih ada proses panjang kedepan dan jumlah suara yg menentukan. Apakah paslon GAMA kurang meyakinkan?,,",1,adi yakin banget pasang gibran peluang besar menang panik proses panjang jumlah suara paslon gama kurang yakin
60,"Denny JA: Kultur Politik Generasi Mileneal Warnai Pilpres 2024: PSI Dukung Prabowo-Gibran https://t.co/Tw8tvEK9bs,,",1,denny kultur politik generasi mileneal warna pilpres psi dukung gibran
61,"Ketahanan air adalah konsep lebih luas daripada kesediaan air, upaya mendapat air, keamanan dari daya rusak dan penyediaan air yang keberlanjutan. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",1,tahan air konsep luas sedia air upaya air aman daya rusak sedia air lanjut pak
62,"@GibraltarNc contoh tweet tidak produktif untuk pa anies , contoh 2019 kaum nasionalis ogah dukung prabowo ,  mau di ulang lagi?,,",0,contoh tweet produktif contoh kaum nasionalis dukung ulang
63,"@UmarSyadatHsb__ Prabowo betul ahli strategi.... Gak salah. Lah ente ahli penjilat,,",0,betul ahli strategi salah ente ahli jilat
64,"ՇիՅ շիՅ շիՅ.....@prabowo mulai ngatur #bunMegawati @puanmaharani_ri @PDI_Perjuangan, lawong bunda punya hak prerogative gimana aturannya ? Ora kulo nuwon nambah ngatuR !!!,,",0,mulai atur lawong bunda punya hak prerogative atur kulo nuwon tambah atur
65,"@CNNIndonesia Melanggar UU pak @prabowo. Apa perlu UUnya diganti ?,,",0,langgar uu pak perlu uunya ganti
66,"@HusinShihab @kikysaputrii Katanya bang ade armando timsesnya prabowo itu skrng keren banget...pantes bang ade pindah ternyata timsesnya yg ini ngaco semua otak nya...aajahhahahah,,",0,kata mas adek armando timsesnya keren banget mas adek pindah nyata timsesnya aco otak nya aajahhahahah
67,"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Benar2 di luar nurul... kerja sambil kampanye dibiayai negara.,,",0,benar luar nurul kerja kampanye biaya negara
68,"@istomcool @prabowo @gibran @alextham878 @Lembayung071 @Ndaxwz @Minietweets_ @mpoklela7 @bengkeldodo @Kimberley_2024 @Chaves1305 @are_inismyname @genx36545403 Baru tahu kalo kamu salah ya? 😅🤣  Kamu jangan ngomong culik ntar di kemplang pak @mohmahfudmd lho kan beliau 2014 Ketua tim pemenangan ayah #Prabowo  Pak @ganjarpranowo buzzernya kasih penatatan dong biar cerdas dikit 🤣,,",0,baru tahu salah iya bicara culik kemplang pak lho beliau ketua tim menang ayah pak buzzernya kasih penatatan cerdas dikit
69,"@wallpp099 @Angelica66DH @prabowo @gibran_tweet Jangan asal komentar ngurus negara ga kaya maen mono poli, Semua butuh perhitungan dan hati hati,,",0,asal komentar urus negara kayak main mono pol butuh hitung hati hati
70,"@are_inismyname @99propaganda @AndreasSolusi @AlmaghribiS @anaktermudaa @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @P4P4B0W0_2024 @florieliciouss @Ndons_Back Titip laporan dong ke @prabowo kalok praktek antar pejabat saling memberi &amp  menerima amplop masuk ranah gratifikasi kagak sich hahaha Ayo dong om @mohmahfudmd @cakimiNOW jangan kalah tebal kasih amplopnya, ajang pilpres cukup jd ajang saling adu tebal amplop ajach hahahaha https://t.co/BQmnmeypD6,,",0,titip lapor kalo praktek jabat beri amp terima amplop masuk ranah gratifikasi sih hahaha ayo om kalah tebal kasih amplop ajang pilpres cukup jadi ajang adu tebal amplop ajach hahahaha
71,"@PraBagoes Betapa bangganya prabowo bersama partai pendukungnya menghidupkan kembali cara nepotisme yg selama ini ditantang habishabisan apa yg mau diharapkan dari pemimpin seperti ini........,,",0,betapa bangga partai dukung hidup cara nepotisme tantang habishabisan harap pimpin
72,"Politik dinasti kok biasa sih bos @prabowo ? Mewariskan kekuasaan secara langsung kepada anaknya sendiri saat seseorang masih berkuasa itu merusak semangat demokrasi dan ingin membangun kerajaan bukan membangun negara. https://t.co/ACkW1x9W5c,,",0,politik dinasti sih bos waris kuasa langsung anak orang kuasa rusak semangat demokrasi bangun raja bangun negara
73,"@Uki23 Tanda terimakasih untuk @prabowo dari @psi_id https://t.co/NOH3fGrWe3,,",1,tanda terimakasih
74,"@DoankWarto Tenang aja pak ada sy kt Gibran busyet bocil merendahkan jendral trs Prabowo manggut aja lg hahaha sama  koplak"",,",0,tenang pak gibran busyet bocil rendah jenderal terus manggut hahaha kocak
75,"Ganjar itu bahaya,mampu koordinasi kan tim ilmuwan sekalipun,Prabowo lagi mabok beras saja,Anies tersita perut gaya hidup rakyat,,",0,bahaya koordinasi tim ilmuwan mabok beras sita perut gaya hidup rakyat
76,"Merespon sikap @prima_or_id yang akhirnya masuk kedalam Koalisi Indonesia Maju, serta mendukung Prabowo dan Gibran sebagai capres dan cawapres 2024.  Saya mendukung penuh jalan partai, walupun sekarang belum bisa menjadi bagian dari mereka secara penuh. #MenangkanPancasila,,",1,merespon sikap akhir masuk koalisi indonesia maju dukung gibran capres cawapres dukung penuh jalan partai walupun jadi penuh
77,"Pak Benny, Kalau kesalahan terbesar MK itu menguntungkan bagi kelompoknya, boleh. Itulah sebabnya Demokrat tetap dukung Pak Prabowo dan KIM. Selamat bekerjasama dg Pak Gibran ya. Kami monitor. (Sembari kentut),,",0,pak benny salah besar untung kelompok demokrat tetap dukung pak kim selamat bekerjasama pak gibran iya monitor sembari kentut
78,"@FaldoMaldini Udah menjauh dari Gerindra eh ketemu Pak Prabowo lagi😂,,",0,jauh gerindra eh ketemu pak
79,"@mohmahfudmd Prabowo oke...amin pun ok,,",1,oke amin
80,"@CNNIndonesia PDIP panik, Prabowo santai,,",1,pdip panik santai
81,"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Woooiiii, tampilan muda, tp cara kau itu tua banget !!! Kau itu gaji dibiayain rakyat,sadar !!!,,",0,woooiiii tampil muda cara tua banget gaji dibiayain rakyat sadar
82,"@Dahnilanzar @prabowo Pak @prabowo juga pernah petjah bareng para penyumbang nil...  Oiyee duitnya dipake buat apa itu ya?? https://t.co/Vl5ZUshgcW,,",0,pak petjah bareng sumbang nil oiyee duit pakai iya
83,"Politik dinasti kok biasa sih bos @prabowo ? Mewariskan kekuasaan secara langsung kepada anaknya sendiri saat seseorang masih berkuasa itu merusak semangat demokrasi dan ingin membangun kerajaan bukan membangun negara. https://t.co/b7x4dx0anT,,",0,politik dinasti sih bos waris kuasa langsung anak orang kuasa rusak semangat demokrasi bangun raja bangun negara
84,"Pertamina harus dibenahi pak @prabowo kalo anda jd presiden kelak, sebab disana sarang korupsi.,,",1,pertamina benah pak jadi presiden kelak sarang korupsi
85,"Pilpres 2024: Prabowo-Gibran akan daftar KPU, elektabilitasnya ... - https://t.co/4EGDEC51ax https://t.co/lOPFsp1XKQ #Jokowinomics #BersamaPrabowo #MenataMasaDepan,,",1,pilpres gibran daftar kpu elektabilitasnya
86,"@HusinShihab Paling ganjar dapet 30% di Jateng Dan mahfud dapet 30% di basis pesantren dan NU jateng. 40% buat pasangan pak anies dan pak prabowo,,",1,jateng mahfud basis pesantren nu jateng pasang pak pak
87,"hah prabowo(?)!!!!!!,,",0,hah
88,"@PartaiSocmed Apapun yg terjadi sekarang saatnya Prabowo presiden,ga peduli survey yg memenangkan amin, semangat berjuang pak Prabowo,,",1,jadi presiden peduli survey menang amin semangat juang pak
89,"@andre_rosiade Nyumbang mah nyumbang aja, nyumbg masjid ujug prabowo- amda sehat ?,,",0,nyumbang mah nyumbang nyumbg masjid ujug amda sehat
90,"@_yosi_h @koko_hage @SammiSoh @PDI_Perjuangan Prabowo ngeluarin uang banyak untuk bikin partai. Ya salah satunya supaya bisa diajukan sebagai capres oleh partainya.,,",0,keluar uang partai iya salah satu aju capres partai
91,"@Gojokaisen86 @kompascom Betull, suatu sikap yang pemberani menurut ku apabila pak prabowo mau bertemu dengan megawati,,",1,betull sikap berani ku pak temu megawati
92,"@DoankWarto Pilih Prabowo laahhh, masak dia lagi dia lagi. Belon cukup kenyang kah?,,",1,pilih laahhh masak belon cukup kenyang
93,"@kikysaputrii Asli pak Ganjar ini milih buzzer kek random banget. Bukannya malah naikin ektablitas malah nurunin wkwkwk. Kasihan pak Ganjar gw jadi semakin yakin gk milih beliau. Mending Prabowo atau Anas 😌,,",1,asli pak pilih buzzer kayak random banget naikin ektablitas nurunin wkwkwk kasihan pak jadi yakin gak pilih beliau lebih baik anas
94,"@ernestprakasa all in prabowo - gibran😁,,",1,all gibran
95,"@VIVAcoid Ngga mungkin Jabar pilih Prabowo,,",0,jabar pilih
96,"@Dennysiregar7 Gibran ini korban apa mengorbankan diri utk kepentingan elite, utk strategi politik.... semua msh abu2... Bisa jadi ini strategi emak, jokowi, prabowo bahkan ganjar.... Coba kaji lebih dalam lagi....bang...,,",0,gibran korban korban penting elite strategi politik abu jadi strategi emak jokowi coba kaji mas
97,"Narasi ini mirip serikat pendukung Prabowo pemilu 2014/2019 yang sekarang punya partai.,,",1,narasi mirip serikat dukung milu punya partai
98,"@Bonpengan @Penyuka_ombak Pasti ke prabowo,,",1,
99,"Inilah kenapa Percuma fafifu sama pendukung fanatik Prabowo-Gibran  Karena emang dasar dukungannya cuma fanatisme buta, bukan hasil pemikiran matang orang dewasa.   Jadi gak usah capek-capek ribut sama mereka, diemin aja, fokus sama orang yg masih waras 🙏,,",0,fafifu dukung fanatik gibran dasar dukung fanatisme buta hasil pikir matang orang dewasa jadi perlu cape cape ribut diam fokus orang waras
100,"Program ekonomi Prabowo Subianto untuk rakyat. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan https://t.co/zGUhEop16r,,",1,program ekonomi rakyat pak
101,"@Ganjar_Mahfud08 @jokowi Klu gak ada sanksi hukum dan sosial sampai hari ini  Malah Prabowo berkali2 bisa mencalonkan diri  Itu artinya sebatas tuduhan yg pembuktiannya suruh rakyat ygmelakukannya  Dan rakyat hanya hasil bisik2 u/membuktikannya?  Klu Ganjar  bisa janji hukum Prabowo Saya pilih Ganjar,,",0,sanksi hukum sosial hari kali calon arti batas tuduh bukti suruh rakyat ygmelakukannya rakyat hasil bisik bukti janji hukum pilih
102,"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Yuuk...jilat jilat lageee....enaak,,",0,yuk jilat jilat lageee enaak
103,"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ semoga 2024-2024 Pak @prabowo presidennya 🤲 #prabowopresiden2024,,",1,moga pak presiden
104,"@DokterTifa Betul bu Tika... berdasarkam mimpi saya pas tidur siang, saya meramalkan memang benar bahwa Pak Prabowo bakalan dipermalukan orang se Indonesia gara ponakan saya yang pulang dr main layang"" diajak nyawapres.."",,",0,betul bu tika berdasarkam mimpi pas tidur siang ramal benar pak malu orang indonesia gara ponakan pulang main layang ajak nyawapres
105,"@logika_saia @adri_7i @tinggipasaribu @PS_presiden2024 @adi_sareang @Alie_Fahnoor @AdrianRoute08 @bang_Hilmi19 @bengkeldodo @Bank_Joee_ @Chaves1305 @PapaBowoCenter @cocolatetwo @DarekaRendy @djalanjoeang @dika_maxelyou @AndreasSolusi @KhoirilAnwar_ @Lembayung071 @Kimberley_2024 @Rara29803002 @B_Hendratmo1 @mpoklela7 @BANGSAygSUJUD @alextham878 @psi_id Pak Prabowo mmg pembantunya Presiden dlm kabinet, salahnya dimana?,,",1,pak bantu presiden kabinet salah
106,"@TeddGus Lebih tak tahu diri masivnya fitnahan dn perlakuan Prabowo seolah mempertontonkan ke p Jokowi selama hampir 8 thn sblm gabung kabinet, Skrg berbalik Prabowo ngemis harapan dukungan ke p Jokowi. G malu Tah...perpolitikan menjijikan kayak sinetron.,,",0,tahu masivnya fitnah laku tonton p jokowi tahun seblum gabung kabinet balik ngemis harap dukung p jokowi malu teh politik jijik sinema elektronik
107,"@__AnakKolong Klo pak Prabowo jiwanya merah putih....mau bersatu untuk kedamaian negri.. Udah nyata...,,",1,pak jiwa merah putih satu damai negeri nyata
108,"@DutaLinux @alextham878 Mahal jadinya biaya pemilu..  Pak Jokowi udah kode2 Rambut putih, Pemilu 2024 jatah Pak Prabowo, eh rasanya ditolak PDI-P wacana Prabowo Ganjar..  Klo Prabowo ganjar vs Anies kan 1 putaran aja,,",0,mahal jadi biaya milu pak jokowi kode rambut putih milu jatah pak eh rasa tolak pdi p wacana vs putar
109,"Begini Janji Prabowo dalam Membentuk Kabinet jika Menang Pilpres 2024 https://t.co/8L7D0ZaBCU #TempoNasional,,",1,janji bentuk kabinet menang pilpres
