,full_text,label,clean_text
14,"@JulianiMadinah Merdeka tp di kuasai Tiongkok, klo ingin Perubahan Di Indonesia Pilih ANIES BASWEDAN jd Presiden RI Ke 8 di tahun 2024....",1,merdeka kuasa tiongkok ubah indonesia pilih jadi presiden ri tahun
15,@Gepenxxs @bachrum_achmadi Yang Penting 2024 Anies Baswedan Presiden RI Ke 8... https://t.co/cHv7MVTUQQ,1,penting presiden ri
16,Semangat terus berikhtiar untuk memenangkan Anies Baswedan. Insyaallah terwujud menjadi Presiden RI 2024. Aamiin. https://t.co/LU4IS02qx0,1,semangat terus ikhtiar menang insyaallah wujud jadi presiden ri amin
17,Janji Timbul Tenggelam di lupakan begitu saja.  Beliau adalah masa lalu. 2024 wajah baru untuk Presiden Indonesia 🇮🇩.  Anies Baswedan Untuk INDONESIA 🥰💞🇮🇩  @xix0_3 @Lisaamartatara6 @Yurissa_Samosir @NohCeukenohhh @Hey_Maya1108 @DE_Sapta5 @Okta_Roza @aro_6ansi @AnKiiim_ https://t.co/ySsshsFKWy,1,janji timbul tenggelam lupa beliau masa wajah baru presiden indonesia indonesia
18,Mantan Wapres Yusuf Kala  terang- terangan dukung Anies Baswedan sebagai Presiden tahun 2024👍🏻👍🏻 https://t.co/Qaot8dEFZR,1,mantan wapres yusuf terang terang dukung presiden tahun
19,"Alasan Anies Baswedan pantas jadi presiden 2024 ,karena beliau orang yg sangat Ramah dan sopan #AniesPantas",1,alas jadi presiden beliau orang ramah sopan
20,@ekowboy2 Anies Baswedan Presiden 2024 - 2029.,1,presiden
21,@Jelli_cent @ganjarpranowo @jokowi Aamiin Semoga ANIES BASWEDAN PRESIDEN RI 2024,1,amin moga presiden ri
22,@BosPurwa Semoga pak Anies Baswedan menjadi presiden Indonesia pada tahun 2024,1,moga pak jadi presiden indonesia tahun
23,@hc_poirot Memang yg betul itu Anies Baswedan Presiden RI 2024...,1,betul presiden ri
24,"@OposisiCerdas Jokowi hebat, presiden yg 10 tahun sebelum pak Jokowi tidak ada apa2nya dibanding pak Jokowi.... Semoga 2024 nanti presidennya bukan Anies baswedan",0,jokowi hebat presiden tahun pak jokowi nya banding pak jokowi moga presiden
25,@Kanseulir Mantap! Berati yang pas Anies Baswedan presiden Indonesia 2024,1,mantap arti pas presiden indonesia
26,Balas dgn senyuman manis kepada orang orang yg suka nyinyir dan sinis Biarkan mereka lelah dgn kebencian dan Kebodohannya Asal jgn kita Lelah untuk mendukung dan mengawal Anies Baswedan sampai menjadi Presiden RI di 2024 nanti. Semangat... Sehat dan panjang umur buat kita semua. https://t.co/KUZlOHGt9q,1,balas senyum manis orang orang suka nyinyir sinis biar lelah benci bodoh asal lelah dukung awal jadi presiden ri semangat sehat panjang umur
27,"@hc_poirot Ini satu lagi tercerahkan do acara desak Anies, ini aldi jokower yg ikut tampil mengajukan pertanyaan ke pak Anies tp seketika setelah acara tsb auto jd pendukung pak Anies... smg makin banyak anak muda milenial yg jd pendukung pak Anies Baswedan sbg Presiden 2024 https://t.co/oIl8PtCj7E",1,satu cerah acara desak aldi jokower ikut tampil aju tanya pak acara sebut auto jadi dukung pak moga anak muda milenial jadi dukung pak presiden
28,"@BosPurwa Lebih baik saya di pecat dari mertua,dari pada rakyat Indonesia menderita 5 tahun... Anies Baswedan presiden 2024",1,baik pecat mertua rakyat indonesia derita tahun presiden
29,"Kalau memang begitu adanya, silahkan Umat Islam menentukan pilihan jgn dukung lg orang yg sdh menyesal pernah kita dukung. Di Pemilu 2024 mari kita semuanya dukung dan pilih Bapak Anies Baswedan utk Presiden RI th 2024 s.d 2029 - 2034. https://t.co/YNlcyv0x92",1,sila umat islam pilih dukung orang sesal dukung milu dukung pilih bapak presiden ri tahun si
30,Tahun 2024 Anies  Baswedan Insya Allah Presiden RI ke 8 Aamiin yaa Robb.... https://t.co/o7mnAxjeyL,1,tahun insya allah presiden ri amin robb
31,Aku mendukung Pak Anies Baswedan jadi presiden 2024-2029. Aamiin ya mujibassailin,1,dukung pak jadi presiden amin iya mujiba ailin
32,@KakekHalal 2024 tenggelamkan PDIP PKI gaya baru 2024 Anies Baswedan presiden RI,1,tenggelam pdip partai komunis indonesia gaya baru presiden ri
33,@ekowboy2 Semoga BPK Guru Anies Baswedan bisa menjadi Presiden RI THN 2024,1,moga bapak guru jadi presiden ri tahun
34,@VIVAcoid Amieeeen. Semoga Bpk ANIES BASWEDAN di mudahkan jalan menuju istana negara tuk menjadi PRESIDEN REPUBLIK INDONESIA 2024-2029.AMIEEEEEEN.,1,amieeeen moga bapak mudah jalan tuju istana negara jadi presiden republik indonesia amieeeeeen
35,@kasrulsani9 @aniesbaswedan ANIES BASWEDAN PRESIDEN RI 2024,1,presiden ri
36,Semangat berjuang semoga Pak Anies Baswedan presiden 2024,1,semangat juang moga pak presiden
37,@msobri99 @Official_NasDem Anies Baswedan Top. Anies Baswedan Presiden 2024. Anies Baswedan Pluralis Nasionalis relijius. Bukan Boneka Oligarki,1,top presiden pluralis nasionalis relijius boneka oligarki
38,@MuhiqR @xix0_3 @Yurissa_Samosir @Okta_Roza @AnKiiim_ @DE_Sapta5 @aro_6ansi @Hey_Maya1108 @choymarkochoy @PramukhtikoS @ErsatArema021 @Dunianyasantai @Malika6027 @stacitarpeta18 @NohCeukenohhh Semoga semua Doa baik di Ijabahi Allah Swt Pak Anies Baswedan  Presiden 2024 .,1,moga doa baik ijabahi allah swt pak presiden
39,Mari kita jaga dan dukung serta mendokan Agar Anies Baswedan   Terpilih Menjadi Presiden RI 2024. Sehat dan Panjang Umur Buat Kita Semua. https://t.co/lmovKWWy9F,1,jaga dukung dok pilih jadi presiden ri sehat panjang umur
40,@Naz_lira Anies Baswedan presiden 2024,1,presiden
41,@ajengcute16__ Gak masalah menurut saya jika lambat umumkan cawapres. Partai lain aja juga belum ada cawapres nya kenapa harus Anies yg di desak. Yg jelas hati kami sekeluarga tetap Anies Baswedan yg kami coblos di pilpres semoga Anies jadi Presiden RI 2024 Aamiin,1,masalah lambat umum cawapres partai cawapres nya desak jelas hati keluarga tetap coblos pilpres moga jadi presiden ri amin
42,@ganjarpranowo Anies Baswedan presiden RI 2024,1,presiden ri
43,@MEY_ARD1ANSYAH Insya Allah 2024.. Presiden baru Saya yakin Pak Anies Baswedan,1,insya allah presiden baru yakin pak
44,"Anies Baswedan adlh jawaban tokoh &amp  figur Presiden RI 2024  Riwayat Hidup Riwayat Keluarga Riwayat Pendidikan Tak ada Riwayat Pelanggaran HAM  Rekam sukses jd Menteri &amp  Gubernur Lihat, Baca, Searching &amp  Googling   Kompetisi Kalah Menang tergantung Wasitnya The Actors The Prediksi https://t.co/njWHEL4nIe",1,jawab tokoh amp figur presiden ri riwayat hidup riwayat keluarga riwayat didik riwayat langgar ham rekam sukses jadi menteri amp gubernur lihat baca searching amp googling kompetisi kalah menang gantung wasit the actors the prediksi
45,Siapa Lagi? Kalau bukan Anies!   Anies Baswedan punya hampir semua kriteria untuk menjadi Presiden RI 2024.  #AniesPresiden2024 https://t.co/xmT7vzP6m1,1,punya kriteria jadi presiden ri
46,Yang Ihklas dan Sukarela.. Yg Cinta dan yg Inginkan Perubahan. Sehat dan panjang umur buat para Relawan dan Semua Pendukung Anies Baswedan  Semua. Insyaallah Anies Baswedan Menjadi Presiden RI di 2024. Aamiin..... https://t.co/WLzwJqhk8F,1,ihklas sukarela cinta ubah sehat panjang umur rawan dukung insyaallah jadi presiden ri amin
47,"@sobat_anies @yustweet19des22 Mumpung bacapresnya Anies Baswedan, yok kita pilih dan dukung Anies Baswedan untuk presiden RI ke-8 2024-2029",1,bacapresnya yuk pilih dukung presiden ri
48,"👍👍👍💪💪💪 bravoo Anies Baswedan the real presiden Indonesia for 2024 ,is the best.. 💪💪👍👍🇮🇩🇮🇩🇮🇩 https://t.co/4vOqNxC8ki",1,bravoo the real presiden indonesia is the best
49,@aniesbaswedan @uppkjtim @dispusipjakarta Orang yang suka membaca itu tidak akan gagap dalam bicara juga dalam berpikir...tidak akan a i u nganu 🤗  Indonesia akan maju kalau pemimpinnya suka membaca.   Membaca ribuan buku² berkualitas karya anak bangsa dan juga penulis dunia.  ANIES BASWEDAN Presiden RI ke-8 2024-2029,1,orang suka baca gagap bicara pikir jadi orang nganu indonesia maju pimpin suka baca baca ribu buku kualitas karya anak bangsa tulis dunia presiden ri
50,"@WESPAPU44935685 Beta Yakin, ipar ku.. 2024 Anies Baswedan terpilih jadi Presiden, Ga mungkin Ipar2 kami ada yg minta pisah dari NKRI. Terbukti saat jadi Gubernur DKI, Ipar2 kami di Jkt merasa nyaman dan di setarakan dlm segala bidang.  #SemogaTetapSehat",1,beta yakin ipar ku pilih jadi presiden ipar minta pisah nkri bukti jadi gubernur dki ipar jakarta rasa nyaman tara bidang
51,@PKSejahtera @syaikhu_ahmad Kemampuan komunikasi yang baik serta rekam jejak yang baik menjadikan Anies Baswedan pantas dipilih sebagai Cawapres. Semoga tahun 2024 terpilih menjadi Presiden Republik Indonesia...Aamiin...🤲🏼 #pemimpinkami2024,1,komunikasi baik rekam jejak baik jadi pilih cawapres moga tahun pilih jadi presiden republik indonesia amin
52,"@LANGKAHANIES @aniesbaswedan Presiden yang memikirkan rakyat, Indonesia, pak Anies Baswedan presiden RI pada 2024 https://t.co/v70ORAgJQh",1,presiden pikir rakyat indonesia pak presiden ri
53,@siregar_najeges Insyaallah Anies Baswedan Presiden RI di 2024 . Aamiin https://t.co/S3shpkCXcy,1,insyaallah presiden ri amin
54,@narkosun Anies Baswedan Presiden 2024,1,presiden
55,@musniumar Aamiin Aamiin Aamiin Yaa Rabbal Aamiin semoga Allah memberkahi Anies Baswedan menjadi presiden 2024,1,amin amin amin rabbal amin moga allah kah jadi presiden
56,"Masih teringat pengorbanan kami utk mereka berdua, taruhan nyawa dan penjara dilalui demi NKRI.  Masih mau milih yah sy hanya bisa merucap Astagfirullah. MARI KITA PILIH CALON PEMIMPIN PETUGAS RAKYAT 2024 PRESIDEN YG CERDAS ANIES BASWEDAN ORANGNYA https://t.co/MFqwWA6kiv",1,ingat korban dua taruh nyawa penjara nkri pilih merucap astagfirullah pilih calon pimpin tugas rakyat presiden cerdas orang
57,@narkosun Milih yg tidak lari dr tanggung jawab P Anies Baswedan cerdas..berahlak.. presiden 2024..,1,pilih lari tanggung jawab p cerdas berahlak presiden
58,@Urrangawak 2024 Anies Baswedan presiden RI,1,presiden ri
59,@Urrangawak 2024 rakyat serentak tenggelamkan partai PKI gaya baru parta sekutu PKI 2024 Anies Baswedan presiden RI,1,rakyat serentak tenggelam partai partai komunis indonesia gaya baru parta sekutu partai komunis indonesia presiden ri
60,@Urrangawak 2024 Anies Baswedan presiden RI harga pas tdk bisa di tawar,1,presiden ri harga pas tawar
61,@Adri_Mitan @KakekHalal 2024 Anies Baswedan presiden RI harga pas.,1,presiden ri harga pas
62,@Urrangawak @Eil_Thia @aan_muba @hansssolo @newIding30 2024 Anies Baswedan presiden RI rakyat kawal pemilu serentak,1,presiden ri rakyat kawal milu serentak
63,"@BosPurwa @aniesbaswedan up teruus...biar pd melek mata hati nya, go go go... Anies Baswedan Presiden ke 8 RI thn 2024 nanti... aamiin🤲🙏",1,up teruus melek mata hati nya go go go presiden ri tahun amin
64,Tetap Semangat Dan Optimis Saudaraku Satukan Tekad Dan Luruskan Niat Untuk Sebuah Perubahan Yang Lebih Baik Dan Jangan Pernah Menyerah Oleh Kondisi Apapun Bersama Anies Baswedan Menjadi Presiden RI 2024. https://t.co/hxCNk92j43,1,tetap semangat optimis saudara satu tekad lurus niat buah ubah baik serah kondisi jadi presiden ri
65,Insyallah... 2024 Presiden Indonesia.. Anies Baswedan.. https://t.co/PPji6P8Vqs,1,insyallah presiden indonesia
66,"Jika Pak Anies Rasyid Baswedan Terpilih Jadi Presiden Republik Indonesia Periode 2024-2029 Nanti, Pastinya Ada Yang Panik,Ketakutan,Dan Lain-lain. Yang Kita Maksud Pastinya Para Pembuat Informasi Atau Argumen Yang Tidak Valid (Berita Fitnah) Mengenai Pak Anies Baswedan.",1,pak rasyid pilih jadi presiden republik indonesia periode panik takut maksud informasi argumen valid berita fitnah kena pak
67,Mudah bergaul dan ramah membuat Anies di senangi oleh seluruh masyarakat. Insyaallah Anies Baswedan presiden 2024 #AniesSantun,1,mudah gaul ramah senang masyarakat insyaallah presiden
68,"Anies Baswedan emang pilihan bijak buat Negara. Ramah, Santun, dan Deket banget sama rakyatnya ,bikin rakyat nya tambah yakin buat dipimpin sama pak anies wii keren anjai pak anies Presiden 2024! #AniesSantun @aniesmania  @AniesIndonesia",1,pilih bijak negara ramah santun banget rakyat rakyat nya tambah yakin pimpin pak wii keren anjing pak presiden
69,@__AnakKolong @ganjarpranowo @MazdjoPray ANIES BASWEDAN PRESIDEN 2024 PALING COCOK,1,presiden cocok
70,Nasdem keren 👏🏽 Rakyat yg rindu dan ingin perubahan pasti memilih Anies Baswedan for Presiden RI 2024,1,nasdem keren rakyat rindu ubah pilih presiden ri
71,@P3n99u94t 2024 waktunya anak pesantren jadi presiden....Anies Baswedan,1,waktu anak pesantren jadi presiden
72,@Miduk17 @ganjarpranowo Toruuus torus !  Toruskanlah perjuangan mu tapi kami tetap TERUS milih Anies Baswedan For Presiden RI 2024. 😂😆😂,1,toruuus torus torus juang mu tetap terus pilih presiden ri
73,Masyarakat Kalimantan Dukung Anies Presiden 2024.  Antusiasme masyarakat Kalimantan mendukung @aniesbaswedan sebagai Presiden Tahun 2024 sangat luar biasa. Mereka menilai Anies Baswedan adalah figur terbaik dari yang terbaik. https://t.co/jo2wfg30ky,1,masyarakat kalimantan dukung presiden antusiasme masyarakat kalimantan dukung presiden tahun luar nilai figur baik baik
74,"@Mdy_Asmara1701 Semangat, Anies Baswedan jadi presiden 2024",1,semangat jadi presiden
75,"Bantu ramaikan ya medsos resmi tim Nasional Relawan Anies Baswedan Elang Putih dibawah koordinator @sobat_anies   2024 Anies Baswedan presiden Indonesia, InsyaAllah rakyat sejahtera... https://t.co/QIfkQeGWc8",1,bantu ramai iya media sosial resmi tim nasional rawan elang putih bawah koordinator presiden indonesia insyaallah rakyat sejahtera
76,@Dennysiregar7 Tetap Pak Anies Baswedan jd Presiden 2024,1,tetap pak jadi presiden
77,@KepaArgawinata2 GUE TETAP PILIH ANIES BASWEDAN BUAT PRESIDEN RI 2024......... 🤣🤣🤣,1,tetap pilih presiden ri
78,In Syaa Alloh ... Kemenangan Hanya MilikNya... Anies Baswedan Presiden 2024 Fii Amanillah.... https://t.co/j9TTI3a2xO,1,syaa allah menang milik presiden fii amanillah
79,HTI deklarasi dukung Anies Baswedan jadi Presiden 2024 https://t.co/3qMiR0Y5WG,1,hti deklarasi dukung jadi presiden
80,"@ronaldy596 setelah 3 bulan tak turun hujan dan Sumbawa dilanda kekeringan, Alhamdulillah.   2024 Anies Baswedan Presiden",1,bulan turun hujan sumbawa landa kering alhamdulillah presiden
81,"@hansssolo Apa pun yang kau katakan , saya tetap Istiqomah dengan pak Anies Baswedan presiden 2024 https://t.co/vh5RwVkq5r",1,kata tetap istikamah pak presiden
82,Anies Baswedan untuk jadi Presiden Indonesia di tahun 2024.,1,jadi presiden indonesia tahun
83,"Semoga, pemimpin yang adil, yang peduli rakyat kecil, yang peduli kesejahteraan rakyatnya, ada pada diri pak anies baswedan. Semoga beliau Allah takdirkan jadi presiden Indonesia 2024. #pemimpinkami2024",1,moga pimpin adil peduli rakyat peduli sejahtera rakyat pak moga beliau allah takdir jadi presiden indonesia
84,"@KompasTV Saya sekeluarga dari jakarta cucu dari Sa'dami bin Saidi , Jl.Mas Mansyur , tanabang, jakpus. akan memilih Anies Baswedan sebagai presiden RI tahun 2024.",1,keluarga jakarta cucu sa dami bin saidi jalan mas mansyur tanabang jakarta pusat pilih presiden ri tahun
85,Anies Baswedan insyaAllah presiden RI 2024. #pemimpinkami2024,1,insyaallah presiden ri
86,"@NenkMonica Banyak cebong marah liat foto pak Anies ,  pak anies bukan pejabat publik , tapi banyak fitnah tentang beliau ,. Semoga bapak Anies Baswedan menjadi presiden 2024, . 🙏🏼 https://t.co/D5MvwwvqDu""",1,cebong marah lihat foto pak pak jabat publik fitnah beliau moga bapak jadi presiden
87,@triwul82 Yes ANIES BASWEDAN Presiden RI 2024,1,yes presiden ri
88,"Kalo ditanya mau presiden kaya gimana di 2024 nanti ...  Jawabnya pasti ... yang hebatnya, pinternya kaya Anies Baswedan  Dahlah Anies aja #pemimpinkami2024",1,tanya presiden kayak jawab hebat pinternya kayak
89,ITULAH ANIES ANIES BASWEDAN....JIKA 2024 BELIAU DITAKDIRKAN MENJADI PRESIDEN RI 2024 MAKA RAKYAT INDONESIA SANGAT BANGGA PUNYA PRESIDEN,1,beliau takdir jadi presiden ri rakyat indonesia bangga punya presiden
90,@PDI_Perjuangan Tetap istiqomah 2024 kami sekeluarga memilih Mas Anies Baswedan presiden. https://t.co/otnlZ3tcmr,1,tetap istikamah keluarga pilih mas presiden
91,Tim 100 Bakorsi Gresik Siap Gerilya Menangkan Anies Baswedan Presiden 2024 https://t.co/ipB4wvP0As,1,tim bakorsi gresik siap gerilya menang presiden
92,@abu_waras Kita harus menangkan Anies Baswedan jadi Presiden Indonesia di 2024. Kalo tdk kita semakin sengsara nantinya. https://t.co/4A8hIAFerd,1,menang jadi presiden indonesia sengsara
93,@tvOneNews Betul.. Anies Baswedan di takutkan oleh mereka saat ini..semoga Anies Baswedan terpilih menjadi presiden RI 2024,1,betul takut moga pilih jadi presiden ri
94,@KompasTV Gak usah di hiraukan survey abal2 ini.Fokus saja supaya Anies Baswedan bisa menjadi Presiden di 2024,1,perlu hirau survey abal fokus jadi presiden
95,"Mudrick  Kami mengajak kepada seluruh kader, simpatisan PPP untuk memilih Anies Baswedan sebagai Calon Presiden RI pada Pemilu tahun 2024,” - MANTAP!!👍👍 https://t.co/pbq4poKVzd""",1,mudrick ajak kader simpatisan ppp pilih calon presiden ri milu tahun mantap
96,"Prrsiden kami Pa anies Baswedan sudah Siap, live streaming juga siap, bahasa inggris juga siap.   Bapak Anies Baswedan presiden 2024...merdeka..merdeka...merdeka .. Menang 1 puteran.. Siap",1,prrsiden siap live streaming siap bahasa inggris siap bapak presiden merdeka merdeka merdeka menang puter siap
97,@CNNIndonesia Pak Anies Baswedan terpilih jadi presiden 2024 aminnn sudah jelas kerjanya.,1,pak pilih jadi presiden amin jelas kerja
98,"@aniesbaswedan @SeknasKib @PDemokrat @PKSejahtera @NasDem Alhamdulillah, semoga Bapak Anies Baswedan jadi Presiden Republik Indonesia Tahun 2024. Amin 🤲.",1,alhamdulillah moga bapak jadi presiden republik indonesia tahun amin
99,"Syarifuddin Siba: Anies Baswedan Capres yang Paling Sehat secara Fisik dan Pikiran.   “Ikan sarden ikan sepat, ikan dencis dijaring di Stabat. Jika mau memilih Presiden 2024, Anies Baswedan-lah yg plg tepat” #kbanews  https://t.co/atWNhQwaUW @Anies_Relawan @AniesAHY @SeputarAHY",1,syarifuddin siba capres sehat fisik pikir ikan sarden ikan sepat ikan dencis jaring stabat pilih presiden tepat
100,@jokowi Pak Anies Baswedan pilihan rakyat Indonesia sang Presiden RI di tahun 2024,1,pak pilih rakyat indonesia sang presiden ri tahun
101,Makin Tak Terbendung Dukungan Terhadap ANIES BASWEDAN sebagai Presiden Republik Indonesia Priode 2024 - 2029... https://t.co/QJ2YtwjSuZ,1,bendung dukung presiden republik indonesia priode
102,@Kimberley_2024 Saya termasuk pendukung Prabowo tp itu dulu Sekarang pemimpin yang mampu menyelesaikan masalah bangsa ini ialah pak Anies Baswedan jadi 2024 saya dukung pak Anies Baswedan jadi presiden,1,masuk dukung pimpin selesai masalah bangsa pak jadi dukung pak jadi presiden
103,"Sepakat, kenapa harus marah kan?😅 Udah lah, biar 2024 Pak Anies Baswedan pula Presiden, karena beliau pemimpin yang Berpengalaman dan tahu betul apa yang dibutuhin sama rakyat #AniesBerpengalaman",1,sepakat marah pak presiden beliau pimpin alam tahu betul dibutuhin rakyat
104,@ferizandra Anies Baswedan The Next Presiden Indonesia 2024 - 2029 In Syaa Allah,1,the lanjut presiden indonesia syaa allah
105,@tvOneNews Yg korupsi para koruptor kelabakan klu ANIES BASWEDAN PRESIDEN 2024 ngabur semua kluar negeri deh biasanya,1,korupsi koruptor laba presiden ngabur keluar negeri deh
106,"@CNNIndonesia Kalo yg buat survey mereka, terserah mau dibuat seperti apa... Yg penting presiden 2024 -2029 Anies Baswedan",1,survey serah penting presiden
107,@GunRomli Anies Baswedan presiden nya 2024...,1,presiden nya
108,@ferizandra Semoga Pak Anies Baswedan jadi Presiden Indonesia pada tahun 2024,1,moga pak jadi presiden indonesia tahun
109,"@ferizandra Mental leadership, kapasitas serta prestasi yg pernah diraih dari ketiga Cawapres, Anies Baswedan yg paling sesuai utk menjadi Presiden RI periode 2024 - 2029 👍👍",1,mental leadership kapasitas prestasi raih tiga cawapres sesuai jadi presiden ri periode
110,@CNNIndonesia Sementara itu Anies Baswedan yg jadi presiden 2024 nanti...,1,jadi presiden
111,"Wihhh, Pemimpin yang sudah cukup banyak Pengalamannya semakin banyak dukungan loe, Anies Baswedan Presiden RI 2024..!!!! #AniesBerpengalaman  @Mdy_Asmara1701  @RamonaTobing",1,wih pimpin cukup alam dukung presiden ri
112,"@Naz_lira Jika orang baik tidak ikut mencalonkan diri menjadi presiden maka akan muncul orang orang yg tidak mewakili orang orang baik untuk negeri ini ,  mari kita berdoa semoga Anies Baswedan mendapat keridhoan Allah untuk memimpin negeri ini di tahun 2024 , aamiin",1,orang baik ikut calon jadi presiden muncul orang orang wakil orang orang baik negeri doa moga keridhoan allah pimpin negeri tahun amin
113,@sutanmangara Keluarga berpendidikan... Babat bibit bebet dan bobot semuanya ada pada keluar besar BASWEDAN... BISMILLAH 2024 ANIES BASWEDAN PRESIDEN RI... PERUBAHAN UTK PERSATUAN INDONESIA YG BERKESEMAKMURAN DAN BERKEADILAN.  AAMIIN2X ALLOHUMA AAMIIN,1,keluarga didik babat bibit bebet bobot keluar besar bismillah presiden ri ubah satu indonesia makmur adil amin kali allohuma amin
114,Sekarang kita ga perlu menyalahkan pemerintah jokowi. Tapi kita harus fokus untuk MEMENANGKAN ANIES BASWEDAN MENJADI PRESIDEN RI DI TAHUN 2024.,1,perlu salah perintah jokowi fokus menang jadi presiden ri tahun
115,"@ardibhironx Semoga pak Anies Baswedan menjadi presiden Indonesia pada tahun 2024,insya Allah beliau amanah",1,moga pak jadi presiden indonesia tahun insya allah beliau amanah
116,"@BangPakatDayak Saya rakyat cilik, yang menginginkan perubahan Indonesia yang lebih baik dari sebelumnya, saya pilih Anies Baswedan presiden 2024 https://t.co/z4u1tewtUL",1,rakyat cilik ubah indonesia baik pilih presiden
117,"@vanc1Bozz @jokowi adik-adik sabar yah... semoga Allah melindungi kalian semua semoga 2024 nanti, Insya Allah jika Pak Anies Baswedan jadi presiden, ada perubahan, ada keadilan, dan ada kemakmuran yang merata. aamiin allahumma aamiin...",1,adik adik sabar moga allah lindung moga insya allah pak jadi presiden ubah adil makmur rata amin allahumma amin
118,@ekowboy2 Insyaallah 2024 Anies Baswedan presiden artinya Indonesia sudah d jalan yg benar. Masalahnya kita udah mundur 10 thn kebelakang gegara mukidi 😭,1,insyaallah presiden arti indonesia jalan benar masalah mundur tahun belakang gara-gara mukidi
119,"Real ... Ceria... Senang...polos.. Tampak dieajah mereka yg benar benar fans , pendukung  berat sm  pak Anies Baswedan. Suara suara yg berharap penuh agar pak Anies Baswedan menjadi Presiden RI di 2024 nt. Insyaallah terwujud . Aamiin. Yuuuk kita berdoa bersama.",1,real ceria senang polos tampak dieajah benar benar fan dukung berat pak suara suara harap penuh pak jadi presiden ri insyaallah wujud amin yuk doa
120,@M45Broo Rakyat seluruh Indonesia juga tahu 2024 Anies Baswedan presiden RI tanpa harus berproses pemilihan   Belum pemilihan aja rakyat Indonesia tetep kan Anies Baswedan Cak Imin  presiden dan wakil presiden RI 2024,1,rakyat indonesia tahu presiden ri proses pilih pilih rakyat indonesia tetap cak imin presiden wakil presiden ri
