,full_text,label,clean_text
37,Ganjar Pranowo calon Presiden 2024 idaman rakyat indonesia   #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/0eiZzm9802,1,calon presiden idam rakyat indonesia
38,Ganjar Pranowo dipercaya mampu lanjutkan Program-Program Presiden Jokowi jadikan Indonesia maju  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/0rf51v2F30,1,percaya lanjut program program presiden jokowi jadi indonesia maju
39,Ganjar Pranowo ajak perangkat desa gotong royong bangun desa dengan karya  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/t7ZRvMZVrk,1,ajak perangkat desa gotong royong bangun desa karya
40,Ganjar Pranowo calon Presiden 2024 pilihan rakyat Indonesia  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/sTKV33rEp7,1,calon presiden pilih rakyat indonesia
41,Seluruh relawan Jokowi akan dukung penuh Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/jIbgqifOPL,1,rawan jokowi dukung penuh jadi presiden
42,Survei LPI Ganjar Pranowo Capres ideal pilihan milenial kampus #GanjarPresiden #GanjarCapres2024 https://t.co/PZyd94OFcr,1,survei lpi capres ideal pilih milenial kampus
43,Survei LPI Ganjar Pranowo Capres ideal pilihan milenial kampus #GanjarPresiden #GanjarCapres2024 https://t.co/Ho6xjJY3rq,1,survei lpi capres ideal pilih milenial kampus
44,"@KakekHalal Jangan sampe juga sejarah mencatat dgn tinta emas yg tertulis:  ganjar pranowo capres pencinta bokep"".""",0,sejarah catat tinta emas tulis capres cinta porno
45,Dedikasi dan integritas Ganjar Pranowo sebagai seorang pemimpin terlihat dari perjuangannya dalam mewujudkan program-program pro-rakyat.  #GanjarCapres https://t.co/3yLlOyuhrC,1,dedikasi integritas orang pimpin lihat juang wujud program program profesional rakyat
46,GanjarCapres Peduli terhadap Masyarakat https://t.co/arbLhS020u,1,ganjarcapres peduli masyarakat
47,GanjarCapres Peduli terhadap Masyarakat https://t.co/D2Rtf0FUlv,1,ganjarcapres peduli masyarakat
48,Ganjar pranowo meriahkan acara tungguk tembakau festival 2023  #GanjarCapres    Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/zfBVUYjiYB,1,riah acara tungguk tembakau festival rendy kjaernett lisa mas ian umur jisoo panji gumilang wait what haein jokowi bajing tolol dispatch
49,Ganjar pranowo mendukung hasil panen tembakau bisa maksimal  #GanjarCapres    Rendy Kjaernett Lisa Mas Ian Umur 25 Jisoo Panji Gumilang WAIT WHAT Haein Jokowi Bajingan Tolol Dispatch https://t.co/U2J7dEe0l8,1,dukung hasil panen tembakau maksimal rendy kjaernett lisa mas ian umur jisoo panji gumilang wait what haein jokowi bajing tolol dispatch
50,@GunRomli @ganjarpranowo Insha Alloh pak ganjar capres 2024,1,insha allah pak capres
51,Blusukan Ganjar Demi Ciptakan Perubahan Bukan Demi Pencitraan  #GanjarCapres https://t.co/o1YMinHJtm,1,blusukan cipta ubah citra
52,Blusukan Ganjar di Jakarta Bentuk Pelayanan Rakyat  #GanjarCapres https://t.co/PUyqTtMxSb,1,blusukan jakarta bentuk layan rakyat
53,Blusukan Ganjar Demi Ciptakan Perubahan Bukan Pencitraan  #GanjarPresiden #GanjarCapres https://t.co/qT2T107KoA,1,blusukan cipta ubah citra
54,Blusukan Ke Jakarta Utara Ganjar Terima Aspirasi Air Bersih Hingga Akses Kesehatan  #GanjarPresiden #GanjarCapres https://t.co/8EZA0QcN7K,1,blusukan jakarta utara terima aspirasi air bersih akses sehat
55,Ganjar Milenial Center Banten Gelar Workshop Bersama Petani Muda Mandalawangi  #GanjarPresiden #GanjarCapres https://t.co/H6yVzm4ywY,1,milenial center banten gelar workshop tani muda mandalawangi
56,Ganjar Tegaskan Blusukan di Pasar Minggu Bukan Agenda Kampanye  #GanjarPresiden #GanjarCapres https://t.co/d5BBcNZn58,1,tegas blusukan pasar minggu agenda kampanye
57,Hebat !!!! Ganjar Blusukan di Jakarta  #GanjarPresiden #GanjarCapres https://t.co/vk0pRsC0nk,1,hebat blusukan jakarta
58,Ketua Umum Pemuda Muhammadiyah dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/0egQYo7x3B,1,ketua umum pemuda muhammadiyah dukung jadi presiden
59,"@Joker_Wedoks @prabowo Lah tolol lu kan ngamuk2 Karen @budimandjatmiko @psi_id Deket sama pak Prabowo,,tuh gw krim gambar capres elu aja cengengesan siuban aka @ganjarpranowo sama pak Prabowo,,eh ini Mala dibales lain,,emang gila pendukung Ganjar ini 11-12 lu Ama kadrun,👎👎🤮🤮🤣🤣",0,tolol ngamuk karen pak krim gambar capres tertawa siuban kenal bagai pak eh mala dibales gila dukung kadrun
60,"@Amboiz76 @Gus_Raharjo Ganjar di hatiku. Bersih,  ramah,  tulus,  cinta rakyat dan NKRI. Wajahnya ceria, artinya tulus bersih. Tidak seperti wajah capres sono wajah complicated dan culas 🤣",1,hati bersih ramah tulus cinta rakyat nkri wajah ceria arti tulus bersih wajah capres sono wajah complicated culas
61,"Setuju, saya juga wajib pilih Ganjar Pranowo,demi masa depan bangsa dan anak cucu kita.   Murni berdasarkan nurani,pemikiran dan penglihatan sendiri. Dari 3 capres saat ini hanya pak Ganjar lah yg bisa meneruskan kinerja pak Jokowi. Yg pasti bukan karena bang @Dennysiregar7😃😄😂",1,tuju wajib pilih masa bangsa anak cucu murni dasar nurani pikir lihat capres pak terus kerja pak jokowi mas
62,Ganjar Pranowo capres pilihan generasi muda https://t.co/XKuw7IBbtC,1,capres pilih generasi muda
63,Ganjar Pranowo capres pilihan generasi muda https://t.co/gxQHPLXNvx,1,capres pilih generasi muda
64,Ganjar Pranowo capres pilihan generasi muda https://t.co/r5FQfatJR1,1,capres pilih generasi muda
65,Ganjar Pranowo capres pilihan generasi muda https://t.co/8xOGHH63Yp,1,capres pilih generasi muda
66,"@Miduk17 Ini orang aneh bin bloon, masa mau bandingin gubernur ibukota sama dengan gubernur di daerah yg daerahnya pedesaan...drpad copras capres...mendingan ganjar suruh buktikan dulu mimpin Jakarta.. Bisa gak?? Nah kalo emang sukses baru maju jadi Capres! Itu baru fair...hehehe",0,orang aneh bin bloon masa banding gubernur ibukota gubernur daerah daerah desa drpad copras capres mending suruh bukti mimpin jakarta sukses baru maju jadi capres baru fair hehehe
67,"@ganjarpranowo Waaaw mantap pa capres ku ini ,,, Ganjar Pranowo yes 2 periode ya 2024 - 2029",1,waaaw mantap capres ku yes periode iya
68,Ganjar Pranowo dipercaya mampu lanjutkan Program-Program Presiden Jokowi jadikan Indonesia Maju  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/CWow5V6tnE,1,percaya lanjut program program presiden jokowi jadi indonesia maju
69,Ganjar Pranowo calon Presiden 2024 pilihan rakyat  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/6xnYthhkuK,1,calon presiden pilih rakyat
70,Elektabilitas Ganjar Pranowo selalu unggul untuk jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/Ha8hM6m6AV,1,elektabilitas unggul jadi presiden
71,Generasi muda Riau dukung Ganjar Pranowo jadi Presiden 2024 #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/EQfOqgEEEW,1,generasi muda riau dukung jadi presiden
72,Gibran dan Luhut Bocorkan Capres Pilihan Jokowi   #prabowo atau Ganjar ?  Link: https://t.co/VtfEL1J6y1 https://t.co/GitH8fel8r,1,gibran luhut bocor capres pilih jokowi link
73,Dukung penuh pak ganjar pranowo untuk Indonesia lebih baik. #GanjarCapres https://t.co/XKBXVqXWbm,1,dukung penuh pak indonesia baik
74,Pak ganjar pranowo bersama rakyat #GanjarCapres https://t.co/dnLdwdjL7C,1,pak rakyat
75,Pak ganjar pranowo peduli rakyat #GanjarCapres https://t.co/xAIEEuu2EK,1,pak peduli rakyat
76,Pak ganjar pranowo peduli rakyat Indonesia #GanjarCapres https://t.co/Pn9uIGuNpp,1,pak peduli rakyat indonesia
77,Pak ganjar pranowo peduli rakyat Indonesia #GanjarCapres https://t.co/tJGWwnAmez,1,pak peduli rakyat indonesia
78,#GanjarCapres Sosok Pemimpin Idola Masyarakat. Kami cinta ganjar pranowo https://t.co/U3hc1o3YHC,1,sosok pimpin idola masyarakat cinta
79,#GanjarCapres Ketegasan Seorang Ganjar Pranowo https://t.co/l4t7c143nb,1,tegas orang
80,#GanjarCapres ganjar pranowo Pemimpin Berwibawa https://t.co/zA0M9gnwzh,1,pimpin wibawa
81,Ganjar Capres ideal pilihan mahasiswa #GanjarBawaKemajuan #GanjarFor2024 #DukungGanjar https://t.co/0Rr9SYO7rc,1,capres ideal pilih mahasiswa
82,Ganjar melesat salip Prabowo! #GanjarPranowo #GanjarCapres2024 #GanjarUntukSemua #GanjarPresiden #GanjarCapres #GanjarPilihanRakyat #GanjarSosokTepatUntukRI #GanjarMenangTotal https://t.co/8svIerTEmH,1,lesat salip
83,Ganjar Capres Ideal https://t.co/NUs4StH39L,1,capres ideal
84,Ganjar Capres Ideal https://t.co/tOxrVYZoVC,1,capres ideal
85,Ganjar Capres Ideal https://t.co/sFgc8MFZlB,1,capres ideal
86,Ganjar Capres Ideal https://t.co/MilR5KO2pE,1,capres ideal
87,Ganjar Capres Ideal https://t.co/kFol48G3tH,1,capres ideal
88,"Suka atau tidak suka, percaya boleh ndak jg boleh Pada akhirnya memang hanya ada dua capres, ganjar out ditengah jalan, itu kompromi elit2 di negeri ini Anies head to head dgn Prabowo.",0,suka suka percaya akhir capres out tengah jalan kompromi elit negeri head tryout head
89,Sudah sewajarnya kita dukung pak Ganjar Pranowo  #GanjarCapres https://t.co/0wSVWklG4w,1,wajar dukung pak
90,Sudah sewajarnya kita dukung pak Ganjar Pranowo  #GanjarCapres https://t.co/JymFtm0jOR,1,wajar dukung pak
91,Ganjar Pranowo calon Presiden 2024 pilihan Milenial  #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/n6TgKPqMvZ,1,calon presiden pilih milenial
92,Ganjar Pranowo dukung penuh upaya Presiden Jokowi hilirisasi Nikel dan siap melanjutkannya #GanjarPranowo #GanjarCapres #GanjarPresiden #GanjarMenangTotal #GanjarPilihanRakyat #Presiden2024 #GanjarPresiden2024 #Pilpres2024 #Pemilu2024 #LapakGanjar https://t.co/VorcC7CuYf,1,dukung penuh upaya presiden jokowi hilir nikel siap lanjut
93,Tanpa adanya survei pun publik luas tau klo Jokowi pasti dukung Ganjar Pranowo.. Capres terbaik dari semua kandidat 🔥🔥 #GanjarPresiden #GanjarMenang  #GanjarPenuhPrestasi Tidur Malming Banjingan Tolol Mason Mount Malam Minggu Siwon Onana Tinggi #gear5 Garnacho #Gempa https://t.co/yGGOIzMZgN,1,survei publik luas tahu jokowi dukung capres baik kandidat tidur malam minggu banjingan tolol mason mount malam minggu siwon onana tinggi garnacho
94,Ganjar capres idaman https://t.co/YB4cI9w0KP,1,capres idam
95,Ganjar capres idaman https://t.co/D2hnXXFvhd,1,capres idam
96,Ganjar capres idaman https://t.co/ZqucQso8eA,1,capres idam
97,Ganjar capres idaman https://t.co/ZBErwRMJKK,1,capres idam
98,Ganjar capres idaman https://t.co/BEjpza7OD9,1,capres idam
99,Ganjar capres idaman https://t.co/z44E7wno8O,1,capres idam
100,"@ch_chotimah2 @ganjarpranowo Tatkala ditanya : Apa prestasi Pak @ganjarpranowo, coba beri satu contoh saja"".  Relawan GP : ""Pak Ganjar menjadi capres itu ditunjuk oleh Ketua Umum, jadi harus kita dukung"". Wakakakakak""",0,tatkala tanya prestasi pak coba beri satu contoh rawan gp pak jadi capres tunjuk ketua umum jadi dukung wakakakakak
101,@MichelAdam7__ Yg waras pasti pilih Anies kecuali ada yg lebih baik dri Anies klo Prabowo jelas akan melanjutkan sgla kebijkn jkw yg mrugikan rkyt ! Ganjar ! Bapak doyan nonton bokep! Masih menjabat gubernur kampanye capres bknkah menunjukkan Ganjar bermental korup??,0,waras pilih baik jelas lanjut kebijkn jokowi mrugikan rkyt bapak doyan tonton porno jabat gubernur kampanye capres bknkah tunjuk mental korupsi
102,Dukung Ganjar Pranowo sebagai presiden Indonesia tahun 2024 #GanjarCapres #ganjarpranowo #capres2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/gDe0PwYh5D,1,dukung presiden indonesia tahun
103,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/C9vKsj6iCv,1,dukung capres ri
104,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/8hrHYaNqdS,1,dukung capres ri
105,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/CueJvCkKLF,1,dukung capres ri
106,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/7xXPnKjdDj,1,dukung capres ri
107,Dukung Ganjar Pranowo Sebagai Capres RI 2024 #GanjarCapres https://t.co/SQ5lbL6mkT,1,dukung capres ri
108,"@Dennysiregar7 Menurut saya, Ganjar yg terbaik dibanding capres yang lain. PDI-P yg paling nasionalis. Kalau ada oknumnya yg korupsi, ya namanya maling, suka nyusup kemana-mana",1,baik banding capres pdi p nasionalis oknum korupsi iya nama maling suka nyusup
109,Ganjar Pranowo Dukung Penuh Upaya Jokowi Hirilisasi Industri Nikel! #GanjarCapres https://t.co/mpjJCk20HF,1,dukung penuh upaya jokowi hirilisasi industri nikel
110,Ganjar Pranowo Dukung Penuh Upaya Jokowi Hirilisasi Industri Nikel! #GanjarCapres https://t.co/kmGkumLnaf,1,dukung penuh upaya jokowi hirilisasi industri nikel
111,Ganjar Apresiasi Program Hirilisasi Nikel dan Akan Melanjutkannya! #GanjarCapres https://t.co/YWhZnMZoYM,1,apresiasi program hirilisasi nikel lanjut
112,Ganjar Apresiasi Program Hirilisasi Nikel dan Akan Melanjutkannya! #GanjarCapres https://t.co/ge1ryRe6J6,1,apresiasi program hirilisasi nikel lanjut
113,Mantap Pak Ganjar Pranowo ! Maju teruss! Kami mendukungmu! #GanjarCapres #GanjarBeriKesejahteraan #ganjarpresiden2024. https://t.co/r4pAWxQUvh,1,mantap pak maju terus dukung
114,Mantap Pak Ganjar Pranowo ! Maju teruss! Kami mendukungmu! #GanjarCapres #GanjarBeriKesejahteraan #ganjarpresiden2024. https://t.co/dHmdayWLxM,1,mantap pak maju terus dukung
115,Mantap Pak Ganjar Pranowo ! Maju teruss! Kami mendukungmu! #GanjarCapres #GanjarBeriKesejahteraan #ganjarpresiden2024. https://t.co/khtGtrabye,1,mantap pak maju terus dukung
116,Mantap Pak Ganjar Pranowo ! Maju teruss! Kami mendukungmu! #GanjarCapres #GanjarBeriKesejahteraan #ganjarpresiden2024. https://t.co/BdDbNnRcZD,1,mantap pak maju terus dukung
117,Mantap Pak Ganjar Pranowo ! Maju teruss! Kami mendukungmu! #GanjarCapres #GanjarBeriKesejahteraan #ganjarpresiden2024. https://t.co/gEjPU3GSwo,1,mantap pak maju terus dukung
118,"Rakyat mendukung dan mengangkat Pak @ganjarpranowo sebagai Capres, terus moga2 Presiden meneruskan Pak Jokowi,   minta Pak Ganjar setia ANTI KORUPSI dan LAWAN INTOLERANSI RADIKALISME, terus bangun seluruh Indonesia  Tapi, partai2 udah lihat dukungan rakyat lantas mau nyebut jasa?",1,rakyat dukung angkat pak capres terus moga presiden terus pak jokowi minta pak setia anti korupsi lawan intoleransi radikalisme terus bangun indonesia partai lihat dukung rakyat lantas nyebut jasa
119,#GanjarCapres: Keberpihakan Ganjar Pranowo terhadap kaum marginal dan kemampuannya dalam mengatasi kesenjangan sosial menjadikannya calon presiden yang progresif. https://t.co/xacqGd5mnm,1,pihak kaum marginal atas senjang sosial jadi calon presiden progresif
120,"Kepemimpinan Ganjar Pranowo yang adil, transparan, dan akuntabel menjadikannya sebagai calon presiden yang berintegritas. #GanjarCapres https://t.co/5CtMlgYmKu",1,pimpin adil transparan akuntabel jadi calon presiden integritas
121,Dukungan yang luas dari berbagai kalangan masyarakat menunjukkan bahwa Ganjar Pranowo memiliki potensi untuk menjadi calon presiden terbaik dalam Pemilihan Presiden 2024. #GanjarCapres https://t.co/b11fxkp5WX,1,dukung luas kalang masyarakat tunjuk milik potensi jadi calon presiden baik pilih presiden
122,#GanjarCapres: Keberhasilan Ganjar Pranowo dalam memimpin Jawa Tengah menunjukkan kemampuannya dalam mengelola pemerintahan dengan efektif. https://t.co/xcLIcQXGr4,1,hasil pimpin jawa tengah tunjuk kelola perintah efektif
123,. Pak @ganjarpranowo Mengerjakan dan Berhasil Soal Hunian Untuk Rakyat.  Ini Salah Satu Prestasi &amp  Kemampuan pak @ganjarpranowo dari sekian Banyak.  Kedekatan GANJAR kepada Rakyat gak perlu diragukan lagi. Terbukti !!  Ini Capres Aku. 🤗🥰  Capres klean Bagaimana Drun ? 🤣 . https://t.co/SzK6xrnKZE,1,pak kerja hasil soal huni rakyat salah satu prestasi amp pak sekian rakyat perlu ragu bukti capres capres klean drun
