full_text,label
"PSI mendeklarasikan dukungan untuk bakal capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka di Pilpres 2024. #Polhuk #AdadiKompas   https://t.co/apy2jXacft,,",1
"Program ekonomi Prabowo Subianto untuk rakyat. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan https://t.co/NTU60ctL1v,,",1
"Prabowo Subianto sangat menyadari hal tersebut karena itulah beliau mencoba membantu rakyat yang kesulitan mendapat air bersih dengan cara membangun sumur bor di wilayah yang di landa kekeringan. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",1
"PSI mendeklarasikan dukungan untuk bakal capres-cawapres Prabowo Subianto-Gibran Rakabuming Raka di Pilpres 2024. #Polhuk #AdadiKompas   https://t.co/wwHACz66xR,,",1
"@BosPurwa @Uki23 Dagelan, jadi kasihan aku sama aku prabowo,,",0
"@TeddGus @prabowo @gibran_tweet Partai gurem yah bisanya cuma  seperti ini, murah meriah. 😛😛,,",0
"Pilihan mayoritas pendukungnya jika Anies-Imin gugur di P1, memang hanya di PS-Gibran. Sebab pada dasarnya, fans Anies umumnya juga mengidolakan Prabowo dan Gibran.  Apalagi kemungkinan besar Anies dan Imin yg akan menggiring pendukungnya ke PS-Gibran.,,",1
"@DoankWarto 2x pilpres Tetap konsisten asal bkn Prabowo siapapun pasangannya...,,",0
"@TeddGus @gibran_tweet @prabowo Ya  pastilah disembunyikan rapat rapat....karena perilaku Jokowi itu aib ...tapi bagaimanapun   busuk tetap busuk...sekarang terpampang jelas kelakuan satu keluarga itu....Dan kalau anda mendukungnya, artinya anda memang setuju dgn cara  cara seperti itu..😀,,",0
"@Chaves1305 Pendukung prabowo pura2 buta https://t.co/DDH5Xq8wZS,,",0
"@Anak__Ogi @TeddGus @alextham878 @BANGSAygSUJUD @Lembayung071 @ganjarpranowo @datuakrajoangek Sindiran telak dari bapak Joko Widodo untuk Prabowo ketahanan pangan yang saat ini harus diperbaiki oleh Ganjar pranowo 🙂🙂🙂,,",0
"@knpiharis @prabowo Baru mau berkuasa ajach dah maling kader partai orang dah begal kader orang lain gmn kalok kelak dah berkuasa hahahaha,,",0
"@AchmadAnnama Ky d negara hokage, umur pak prabowo sm dg emak gw. Tp emak gw pilih pak Anis sih,,",0
"@irfanov2 @Gerindra @prabowo Serius? Yakin lu?,,",0
"@Dahnilanzar @prabowo @UMMcampus Mungkin si anak itu belum tau gimana rasanya di tampar lalu di cekik.  Ayo pak Wowo.. Lansung culik aja🤭,,",0
"@OliviaCath1540 @prabowo @gibran_tweet Bapaknya aj gk berhasil mencabut skb menteri doank pdhl UU 80 biji bisa dikebut pakai umnibuslaw. Pilih capres bebas aj jangan bawa2 isu agama deh, gk sesuai kenyataan tuh,,",0
"@TeddGus @prabowo @ganjarpranowo @gibran_tweet Wong gak mau kok di paksa2 kalau kader yg ABS seperti yg rambut putih pasti mau lah kan petugas partai bukan petugas parkir ?,,",0
"Semua itu adalah konsep yang harus terus menerus dilakukan, sehingga tidak terpaku pada potensi ketersediaan air saja. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",0
"@hhhooaaMzzz bagus mas tentukanlah hak dan suaramu mas, tapi kalo diliat2 sejauh ini anies sama ganjar paling kuatsi👀 gtw knp selama melihat capres &amp  cawapres disosmed yg blm bisa ngimbangin itu prabowo entah dari gestur &amp  jajak pendapatnya utk megang kepala negara bapak itu masi jauh kurang,,",0
"@NilaWati375469 Akunmu dibuat hanya utk nyerang pasangan capres/cawapres lain. Ini akun ternak influencernya prabowo,,",0
"@_riverheaven Kayaknya Adian udah yakin banget pasangan Prabowo Gibran berpeluang besar untuk menang. Sepanik ini padahal masih ada proses panjang kedepan dan jumlah suara yg menentukan. Apakah paslon GAMA kurang meyakinkan?,,",1
"Denny JA: Kultur Politik Generasi Mileneal Warnai Pilpres 2024: PSI Dukung Prabowo-Gibran https://t.co/Tw8tvEK9bs,,",1
"Ketahanan air adalah konsep lebih luas daripada kesediaan air, upaya mendapat air, keamanan dari daya rusak dan penyediaan air yang keberlanjutan. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan,,",1
"@GibraltarNc contoh tweet tidak produktif untuk pa anies , contoh 2019 kaum nasionalis ogah dukung prabowo ,  mau di ulang lagi?,,",0
"@UmarSyadatHsb__ Prabowo betul ahli strategi.... Gak salah. Lah ente ahli penjilat,,",0
"ՇիՅ շիՅ շիՅ.....@prabowo mulai ngatur #bunMegawati @puanmaharani_ri @PDI_Perjuangan, lawong bunda punya hak prerogative gimana aturannya ? Ora kulo nuwon nambah ngatuR !!!,,",0
"@CNNIndonesia Melanggar UU pak @prabowo. Apa perlu UUnya diganti ?,,",0
"@HusinShihab @kikysaputrii Katanya bang ade armando timsesnya prabowo itu skrng keren banget...pantes bang ade pindah ternyata timsesnya yg ini ngaco semua otak nya...aajahhahahah,,",0
"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Benar2 di luar nurul... kerja sambil kampanye dibiayai negara.,,",0
"@istomcool @prabowo @gibran @alextham878 @Lembayung071 @Ndaxwz @Minietweets_ @mpoklela7 @bengkeldodo @Kimberley_2024 @Chaves1305 @are_inismyname @genx36545403 Baru tahu kalo kamu salah ya? 😅🤣  Kamu jangan ngomong culik ntar di kemplang pak @mohmahfudmd lho kan beliau 2014 Ketua tim pemenangan ayah #Prabowo  Pak @ganjarpranowo buzzernya kasih penatatan dong biar cerdas dikit 🤣,,",0
"@wallpp099 @Angelica66DH @prabowo @gibran_tweet Jangan asal komentar ngurus negara ga kaya maen mono poli, Semua butuh perhitungan dan hati hati,,",0
"@are_inismyname @99propaganda @AndreasSolusi @AlmaghribiS @anaktermudaa @BANGSAygSUJUD @Bank_Joee_ @bengkeldodo @P4P4B0W0_2024 @florieliciouss @Ndons_Back Titip laporan dong ke @prabowo kalok praktek antar pejabat saling memberi &amp  menerima amplop masuk ranah gratifikasi kagak sich hahaha Ayo dong om @mohmahfudmd @cakimiNOW jangan kalah tebal kasih amplopnya, ajang pilpres cukup jd ajang saling adu tebal amplop ajach hahahaha https://t.co/BQmnmeypD6,,",0
"@PraBagoes Betapa bangganya prabowo bersama partai pendukungnya menghidupkan kembali cara nepotisme yg selama ini ditantang habishabisan apa yg mau diharapkan dari pemimpin seperti ini........,,",0
"Politik dinasti kok biasa sih bos @prabowo ? Mewariskan kekuasaan secara langsung kepada anaknya sendiri saat seseorang masih berkuasa itu merusak semangat demokrasi dan ingin membangun kerajaan bukan membangun negara. https://t.co/ACkW1x9W5c,,",0
"@Uki23 Tanda terimakasih untuk @prabowo dari @psi_id https://t.co/NOH3fGrWe3,,",1
"@DoankWarto Tenang aja pak ada sy kt Gibran busyet bocil merendahkan jendral trs Prabowo manggut aja lg hahaha sama  koplak"",,",0
"Ganjar itu bahaya,mampu koordinasi kan tim ilmuwan sekalipun,Prabowo lagi mabok beras saja,Anies tersita perut gaya hidup rakyat,,",0
"Merespon sikap @prima_or_id yang akhirnya masuk kedalam Koalisi Indonesia Maju, serta mendukung Prabowo dan Gibran sebagai capres dan cawapres 2024.  Saya mendukung penuh jalan partai, walupun sekarang belum bisa menjadi bagian dari mereka secara penuh. #MenangkanPancasila,,",1
"Pak Benny, Kalau kesalahan terbesar MK itu menguntungkan bagi kelompoknya, boleh. Itulah sebabnya Demokrat tetap dukung Pak Prabowo dan KIM. Selamat bekerjasama dg Pak Gibran ya. Kami monitor. (Sembari kentut),,",0
"@FaldoMaldini Udah menjauh dari Gerindra eh ketemu Pak Prabowo lagi😂,,",0
"@mohmahfudmd Prabowo oke...amin pun ok,,",1
"@CNNIndonesia PDIP panik, Prabowo santai,,",1
"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Woooiiii, tampilan muda, tp cara kau itu tua banget !!! Kau itu gaji dibiayain rakyat,sadar !!!,,",0
"@Dahnilanzar @prabowo Pak @prabowo juga pernah petjah bareng para penyumbang nil...  Oiyee duitnya dipake buat apa itu ya?? https://t.co/Vl5ZUshgcW,,",0
"Politik dinasti kok biasa sih bos @prabowo ? Mewariskan kekuasaan secara langsung kepada anaknya sendiri saat seseorang masih berkuasa itu merusak semangat demokrasi dan ingin membangun kerajaan bukan membangun negara. https://t.co/b7x4dx0anT,,",0
"Pertamina harus dibenahi pak @prabowo kalo anda jd presiden kelak, sebab disana sarang korupsi.,,",1
"Pilpres 2024: Prabowo-Gibran akan daftar KPU, elektabilitasnya ... - https://t.co/4EGDEC51ax https://t.co/lOPFsp1XKQ #Jokowinomics #BersamaPrabowo #MenataMasaDepan,,",1
"@HusinShihab Paling ganjar dapet 30% di Jateng Dan mahfud dapet 30% di basis pesantren dan NU jateng. 40% buat pasangan pak anies dan pak prabowo,,",1
"hah prabowo(?)!!!!!!,,",0
"@PartaiSocmed Apapun yg terjadi sekarang saatnya Prabowo presiden,ga peduli survey yg memenangkan amin, semangat berjuang pak Prabowo,,",1
"@andre_rosiade Nyumbang mah nyumbang aja, nyumbg masjid ujug prabowo- amda sehat ?,,",0
"@_yosi_h @koko_hage @SammiSoh @PDI_Perjuangan Prabowo ngeluarin uang banyak untuk bikin partai. Ya salah satunya supaya bisa diajukan sebagai capres oleh partainya.,,",0
"@Gojokaisen86 @kompascom Betull, suatu sikap yang pemberani menurut ku apabila pak prabowo mau bertemu dengan megawati,,",1
"@DoankWarto Pilih Prabowo laahhh, masak dia lagi dia lagi. Belon cukup kenyang kah?,,",1
"@kikysaputrii Asli pak Ganjar ini milih buzzer kek random banget. Bukannya malah naikin ektablitas malah nurunin wkwkwk. Kasihan pak Ganjar gw jadi semakin yakin gk milih beliau. Mending Prabowo atau Anas 😌,,",1
"@ernestprakasa all in prabowo - gibran😁,,",1
"@VIVAcoid Ngga mungkin Jabar pilih Prabowo,,",0
"@Dennysiregar7 Gibran ini korban apa mengorbankan diri utk kepentingan elite, utk strategi politik.... semua msh abu2... Bisa jadi ini strategi emak, jokowi, prabowo bahkan ganjar.... Coba kaji lebih dalam lagi....bang...,,",0
"Narasi ini mirip serikat pendukung Prabowo pemilu 2014/2019 yang sekarang punya partai.,,",1
"@Bonpengan @Penyuka_ombak Pasti ke prabowo,,",1
"Inilah kenapa Percuma fafifu sama pendukung fanatik Prabowo-Gibran  Karena emang dasar dukungannya cuma fanatisme buta, bukan hasil pemikiran matang orang dewasa.   Jadi gak usah capek-capek ribut sama mereka, diemin aja, fokus sama orang yg masih waras 🙏,,",0
"Program ekonomi Prabowo Subianto untuk rakyat. Pak Prabowo @prabowo #KodeKita08 #MenataMasaDepan https://t.co/zGUhEop16r,,",1
"@Ganjar_Mahfud08 @jokowi Klu gak ada sanksi hukum dan sosial sampai hari ini  Malah Prabowo berkali2 bisa mencalonkan diri  Itu artinya sebatas tuduhan yg pembuktiannya suruh rakyat ygmelakukannya  Dan rakyat hanya hasil bisik2 u/membuktikannya?  Klu Ganjar  bisa janji hukum Prabowo Saya pilih Ganjar,,",0
"@RajaJuliAntoni @psi_id @Gerindra @prabowo @gibran_tweet Yuuk...jilat jilat lageee....enaak,,",0
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ semoga 2024-2024 Pak @prabowo presidennya 🤲 #prabowopresiden2024,,",1
"@DokterTifa Betul bu Tika... berdasarkam mimpi saya pas tidur siang, saya meramalkan memang benar bahwa Pak Prabowo bakalan dipermalukan orang se Indonesia gara ponakan saya yang pulang dr main layang"" diajak nyawapres.."",,",0
"@logika_saia @adri_7i @tinggipasaribu @PS_presiden2024 @adi_sareang @Alie_Fahnoor @AdrianRoute08 @bang_Hilmi19 @bengkeldodo @Bank_Joee_ @Chaves1305 @PapaBowoCenter @cocolatetwo @DarekaRendy @djalanjoeang @dika_maxelyou @AndreasSolusi @KhoirilAnwar_ @Lembayung071 @Kimberley_2024 @Rara29803002 @B_Hendratmo1 @mpoklela7 @BANGSAygSUJUD @alextham878 @psi_id Pak Prabowo mmg pembantunya Presiden dlm kabinet, salahnya dimana?,,",1
"@TeddGus Lebih tak tahu diri masivnya fitnahan dn perlakuan Prabowo seolah mempertontonkan ke p Jokowi selama hampir 8 thn sblm gabung kabinet, Skrg berbalik Prabowo ngemis harapan dukungan ke p Jokowi. G malu Tah...perpolitikan menjijikan kayak sinetron.,,",0
"@__AnakKolong Klo pak Prabowo jiwanya merah putih....mau bersatu untuk kedamaian negri.. Udah nyata...,,",1
"@DutaLinux @alextham878 Mahal jadinya biaya pemilu..  Pak Jokowi udah kode2 Rambut putih, Pemilu 2024 jatah Pak Prabowo, eh rasanya ditolak PDI-P wacana Prabowo Ganjar..  Klo Prabowo ganjar vs Anies kan 1 putaran aja,,",0
"Begini Janji Prabowo dalam Membentuk Kabinet jika Menang Pilpres 2024 https://t.co/8L7D0ZaBCU #TempoNasional,,",1
"@BANGSAygSUJUD @prabowo @gibran @alextham878 @Lembayung071 @Ndaxwz @Minietweets_ @mpoklela7 @bengkeldodo @Kimberley_2024 @Chaves1305 @are_inismyname @genx36545403 Tukang culik. Sekarang baru tau yg sebenarnya.,,",0
"@DoankWarto Tetap Prabowo,,",1
"@JunichoAji Prabowo deklarasi trus daftar ke KPU,,",1
"@ch_chotimah2 @aniesbaswedan @didilionrich Pasukan Ganjar udah mulai panik suaranya di ambil Gibran,suara pak Prabowo ke pak Anies heee,,",1
"@Nikmatul_Sg Di mana rasa nasionalisme Pak Prabowo kenapa suka mengambil kader orang seperti itu,,",0
"@lhayesno Yakin itu hoaks. Penggiringan opini. Curiga ini taktik kubu prabowo yg ahli adu domba,,",0
"@Heraloebss @prabowo Yakin 2024 prabowo menang min @gerin,,",1
"@tempodotco Dinasti politik kalau ikut cawe2, abuse of power, halalkan segala cara. Itu namanya musuh demokrasi tuan @prabowo !! Jgn lah selalu cari pembenaran untuk syahwat kekuasaanmu !! https://t.co/WIhT6oq3zu,,",0
"@DoankWarto Sepwrtinya  prabowo yg akan menang, limpahan dr suara anies 55% ke prabowo, 45%  ke ganjar.,,",1
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ liat srikandi Makin semangat aku mendukung pak @prabowo #prabowopresiden2024,,",1
"@EdiTengik @narkosun Semenjak orang2 ramai bicara presiden '24..... Sy pribadi udah minta pada TUHAN...presiden'24 dan wapres'24..,PRABOWO dan gibran.       sy pembangunan diera pemerintah JOKOWI bisa berlanjut.,,",1
"Para pimpinan @prima_or_id sudah pasti memiliki hitung-hitungan soal mendukung @prabowo dan @gibran_tweet sebagai capres dan cawapres.  Terkadang para pimpinan ada dipersimpangan jalan, diantara memilih fokus pada jalur perjuangan atau masuk kekuasaan dan merubahnya dari dalam.,,",1
"@Nikmatul_Sg Prabowo sejak dulu sangat tidak punya malu,,",0
"@sasongko_ahkam @nandarahmantis @tvOneNews Prabowo gerbong kosong kecuali elite Partai . Pemilihnya udh pindah ke Anies. Pemilih Jokowi jg pindah k Anies. Contoh sy.   Rangkuman: a) Pmlh cinta pemerintah &amp  pdip = Ganjar &amp  Prabowo b) Pmlh anti pemerintah = Anies.  Yg cinta pemerintah = 50%, udh di markup.   Bs matematika?,,",0
"Mantap juga kalo 62 punya Wapres yg ceria kek Cak Imin ini, 💪🏼💪🏼. . Prabowo - Gibran adalah jawaban masa depan Indonesia 🇮🇩  . #AMINAjaDulu,,",1
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ Saatnya pak @Prabowo presiden RI  #prabowo #prabowosubianto #prabowopresiden2024,,",1
"@Heraloebss @prabowo Kerenan Anies bisa merangkul PKB dan Nasdem. Padahal Nasdem kemarin pengusung Ahok,,",0
"@OliviaCath1540 @prabowo @gibran_tweet Haa ngmong ap sig,,",0
"@aroengbinang 😂😂😂 lebih pakar Politik nih,Woi beritahu @prabowo @kaesangp ini PILPRES,bukan INDONESIAN IDOL 😂😂😂😂😂 kalau mau menang karena di Endorse Bp @jokowi jangan minta jadi RI 1 tapi CUKUP JADI MENTERI😂  SETIAP ZAMAN ADA ORANGNYA SETIAP ORANG ADA ZAMANNYA https://t.co/dgXhTgsOp6,,",0
"@HusinShihab @prabowo @kikysaputrii Dukungan elo tu malu in. Wadas piala dunia U20 g boleh ditanyain. Ehhhh banyak yg di cut. Blm JD presiden aja sdh angkuh"",,",0
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ satukan suara Untuk pak @prabowo 🔥 #satukomando #prabowopresiden2024,,",1
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ solid terus Bunda-bunda 💪💪💪💪 #prabowopresiden2024,,",1
"@NarasiNewsroom Tanyain ke PSI kak  Itu piagam kebohongan yg diberikan ke Pak Prabowo masih berlaku atau tidak,,",0
"@DPP_Papera @prabowo @SudaryonoSudar @don_muzakir_ Mantap srikandi Dpc papera lampung barat 🔥 #pedagangsatukomando #paperapejuangindonesiaraya #prabowopresiden2024,,",1
"@berlianidris Yg jadi soal, akun2 pendukung Prabowo 2014 &amp  2019, kini mendukung Amin dengan narasi yg sama persis, narasi negatif, twit dgn kata2 kotor ke Paslon lain beserta pendukung nya.,,",0
"@Resty_J_Cayah Ya g mna lagi  Dulu hina2 parbowo ini itu  Eehhh skrmg anaknya mau jadi cawapresnya prabowo 🤣🤣🤣🤣🤣🤣🤣  Ngakak aslii liat cebong sekrng,,",0
"seru ngeliat bagaimana pak prabowo dengan segala skemanya menemukan plafond yang lebih tinggi untuk pemilu sekarang, sedangkan ganjar mencoba mengulang formula jokowi dengan baju dan wakilnya,,",1
"@psi_id Luv banget sama Pak Prabowo,,",1
"@psi_id @kaesangp @prabowo @gibran_tweet Mencla-mencle......pretttt https://t.co/mz7F8xNcNO,,",0
"@Gojokaisen86 @SudaryonoSudar @prabowo @gibran_tweet Menurut ku karena pak prabowo mau beda sendiri sih makanya nilai elektabilitas pemilu nya jadi yang tertinggi, apalagi dengan memasangkan dirinya dengan mas gibran akan menjadi poin plus tersendiri,,",1
"@psi_id Hahah gaul ya Pak Prabowo,,",1
"@drReUtari08 @prabowo paling kuatnya cuma sebulan..setelah itu tinggal loyonya,,",0
"@Heraloebss @prabowo Min @Gerindra salam untuk Sesprinya pak Prab yaa,,",1
"@Gerindra @prabowo Bapak tergemoy pokoknya setelah bapak ku 😭🤏🏻,,",1
"@ajengcute16__ Gak apa versi survei Khan...yg Prabowo sendiri bilang bahwa lembaga survei bs dibayar....jadi 2 kata buat loe....BODO AMAT"",,",0
"@Tjel0up @prabowo @mohmahfudmd @cakimiNOW @gibran_tweet Twrnyaata mereke semua pejabat yakk.. anies melawan para pejabat...,,",0
"@ZulkifliLubis69 @jokowi @ganjarpranowo @prabowo Wowww.. perjalanan mulai dari solo menuju istana hanya pencitraan lewat media dan influencer..  Patut diduga benar adanya  Rakyat semakin dewasa cerdas melihat dan menilai politik di 2024  Amin aja dulu🇮🇩,,",1
"Disambut Meriah di Kuliah Umum UMM, Prabowo Merasa 25 Tahun ... - beritabeta #Jokowinomics #MenataMasaDepan #BersamaPrabowo https://t.co/T5Ib6fP6VS,,",1
"@VIVAcoid Hello.. beda kelas Jenderal Sudirman sama Gibran, Jenderal Sudirman tidak mengandalkan nama ayah untuk jadi panglima besar, kalau Gibran, jika bukan anak Presiden, gak mungkin di pilih oleh Prabowo jadi cawapres nya.,,",0
"@Metro_TV @prabowo @PDI_Perjuangan @gibran_tweet Kena karma juga siap,,",0
"Butet Kartaredjasa mengaku sedih Gibran bersedia jadi cawapres Prabowo https://t.co/uMpt3XjVkG,,",0
"@AgusYudhoyono @prabowo @gibran_tweet Saatnya NKRI dipimpin ABRI dan generasi muda yg berprestasi !!!,,",1
"@PDemokrat Kalo perubahan harus titip sama Amin. Kalo melanjutkan yg sudah ada ya nitip sama Prabowo. Toh Jokowi sudah membawa negara ini sangat maju, sudah setara dg Amerika,,",1
"Sy Rasa kalo terus2an Jkw di hujat Gibran di serang dn Prabowo di pojokin secara brutal. Maka Pilpres akan satu putaran dn pemenangnya adalah mereka. Ingat Jkw itu Super Grand Master sngt lihai mainkan Bidak.  Lihat aja Tar Kepala BIN pasti diganti dn MD pun di Reshufle  #Santuy,,",0
"@TeddGus @prabowo @ganjarpranowo @aniesbaswedan Partai koplak,,",0
